,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,avg_cost_price
16521,Maruti,Swift Dzire,10.0,90000.0,Individual,Diesel,Manual,19.3,1248.0,73.9,5.0,2.5,8.329472891566265
16523,Hyundai,i10,13.0,124000.0,Individual,Petrol,Manual,19.81,1086.0,68.05,5.0,1.5,7.138266666666667
16525,Mahindra,Bolero,9.0,100000.0,Individual,Diesel,Manual,15.96,2523.0,62.1,7.0,4.0,9.565
16527,Maruti,Vitara,3.0,35000.0,Dealer,Diesel,Automatic,24.3,1248.0,88.5,5.0,9.75,10.815
16528,Honda,WR-V,3.0,40000.0,Individual,Petrol,Manual,17.5,1199.0,88.7,5.0,7.0,10.61
16530,Honda,City,6.0,75000.0,Individual,Diesel,Manual,26.0,1498.0,98.6,5.0,5.5,15.47
16531,Hyundai,Grand,5.0,35000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,4.2,7.071195054945055
16532,Volkswagen,Vento,10.0,110000.0,Individual,Petrol,Manual,15.8,1598.0,105.0,5.0,2.5,12.81
16535,Maruti,Swift,4.0,37000.0,Dealer,Petrol,Manual,20.4,1197.0,81.8,5.0,5.65,7.97
16536,Renault,KWID,5.0,14000.0,Dealer,Petrol,Manual,22.3,799.0,53.26,5.0,3.7,5.067586206896552
16538,Mahindra,Bolero,4.0,80000.0,Individual,Diesel,Manual,16.5,1493.0,70.0,7.0,7.5,9.775352564102565
16539,Hyundai,i10,7.0,60000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,2.76,7.138266666666667
16543,Maruti,Baleno,4.0,26000.0,Dealer,Petrol,Manual,21.4,1197.0,83.1,5.0,7.25,9.31
16545,Maruti,Wagon R,8.0,69000.0,Dealer,CNG,Manual,26.2,998.0,58.2,5.0,2.9,6.14
16546,Toyota,Innova,8.0,120000.0,Individual,Diesel,Manual,12.99,2494.0,100.6,8.0,9.55,24.848359375
16548,Datsun,RediGO,2.0,20000.0,Individual,Petrol,Automatic,22.5,999.0,67.0,5.0,2.7,4.325
16549,Hyundai,Grand,6.0,10000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,4.5,7.495
16550,Volkswagen,Polo,3.0,18000.0,Dealer,Petrol,Automatic,17.21,1197.0,103.6,5.0,8.65,9.19
16552,Ford,Ecosport,2.0,14000.0,Dealer,Diesel,Manual,23.0,1498.0,98.96,5.0,12.45,11.985
16553,Maruti,Alto,10.0,7000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,1.5,4.112027027027027
16554,Hyundai,Grand,3.0,25000.0,Individual,Petrol,Automatic,18.9,1197.0,81.86,5.0,4.8,7.495
16556,Hyundai,Verna,6.0,60000.0,Dealer,Petrol,Manual,17.43,1396.0,105.5,5.0,5.7,13.505
16557,Volkswagen,Polo,2.0,23368.0,Dealer,Diesel,Manual,20.14,1498.0,88.5,5.0,8.1,9.286482558139534
16559,Hyundai,Verna,6.0,30000.0,Dealer,Petrol,Manual,17.1,1591.0,121.3,5.0,6.35,13.505
16560,Hyundai,i20,3.0,39000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,7.95,10.810042134831459
16561,Honda,City,5.0,50000.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,6.6,16.17
16562,Honda,City,9.0,64498.0,Dealer,Petrol,Automatic,15.6,1497.0,116.3,5.0,4.5,14.945
16564,Maruti,Baleno,4.0,52000.0,Dealer,Diesel,Manual,27.39,1248.0,74.0,5.0,5.75,8.693429752066116
16565,Maruti,Wagon R,7.0,50000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,2.6,6.02
16566,Ford,Figo,11.0,80000.0,Individual,Petrol,Manual,15.6,1196.0,70.0,5.0,2.5,7.695
16567,Volkswagen,Polo,6.0,32000.0,Dealer,Petrol,Manual,16.2,1199.0,74.0,5.0,6.15,9.286482558139534
16568,Hyundai,Grand,4.0,19744.0,Dealer,Diesel,Manual,24.0,1186.0,73.97,5.0,5.4,7.071195054945055
16569,Maruti,Eeco,4.0,19955.0,Dealer,Petrol,Manual,15.37,1196.0,73.0,5.0,3.9,4.9
16571,Maruti,Swift,1.0,5000.0,Individual,Petrol,Manual,21.21,1197.0,81.8,5.0,6.1,8.115
16572,Honda,WR-V,4.0,34052.0,Dealer,Diesel,Manual,25.5,1498.0,98.6,5.0,10.05,12.85
16574,Ford,Figo,10.0,110000.0,Individual,Diesel,Manual,20.0,1399.0,68.0,5.0,2.5,9.61
16575,Hyundai,Verna,7.0,43000.0,Individual,Petrol,Manual,17.43,1396.0,105.5,5.0,6.0,12.84
16578,Volkswagen,Polo,5.0,29000.0,Dealer,Petrol,Automatic,17.21,1197.0,103.5,5.0,6.65,9.49
16579,Maruti,Baleno,5.0,34114.0,Dealer,Petrol,Manual,21.01,1197.0,81.8,5.0,6.39,9.31
16580,Hyundai,Grand,7.0,34400.0,Dealer,Petrol,Automatic,18.9,1197.0,82.0,5.0,5.15,7.52
16582,Maruti,Wagon R,5.0,45800.0,Dealer,Petrol,Automatic,21.79,998.0,67.05,5.0,4.55,6.675
16583,Maruti,Vitara,2.0,26000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,8.75,10.815
16584,Maruti,Ertiga,3.0,12998.0,Dealer,Petrol,Manual,17.5,1373.0,91.1,7.0,8.99,10.605
16585,Maruti,Swift Dzire,10.0,70000.0,Individual,Petrol,Manual,17.5,1298.0,85.8,5.0,2.4,8.24
16586,Hyundai,i10,10.0,45854.0,Dealer,Petrol,Automatic,16.95,1197.0,78.9,5.0,3.3,7.52
16588,Maruti,Swift Dzire,10.0,86000.0,Individual,Diesel,Manual,19.3,1248.0,73.9,5.0,4.2,8.329472891566265
16589,Maruti,Ciaz,4.0,55000.0,Dealer,Diesel,Manual,26.21,1248.0,88.5,5.0,6.75,11.595719424460432
16592,Honda,City,5.0,19117.0,Dealer,Petrol,Manual,17.4,1497.0,117.3,5.0,7.65,14.945
16593,Maruti,Ertiga,5.0,37000.0,Individual,Diesel,Manual,24.52,1248.0,88.5,7.0,8.1,10.45789156626506
16594,Hyundai,Creta,4.0,35000.0,Individual,Diesel,Manual,21.38,1396.0,88.7,5.0,8.9,16.308185053380782
16595,Maruti,Swift,5.0,47350.0,Individual,Diesel,Manual,25.2,1248.0,74.0,5.0,6.4,7.746715686274511
16596,Maruti,Vitara,4.0,44000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,9.5,10.815
16597,Hyundai,Santro,2.0,10000.0,Individual,Petrol,Manual,20.3,1086.0,68.0,5.0,4.5,6.376
16598,Maruti,Swift,6.0,70000.0,Individual,Diesel,Manual,28.4,1248.0,74.0,5.0,5.0,7.746715686274511
16599,Hyundai,i20,3.0,5436.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,8.75,11.12
16600,Mahindra,Scorpio,2.0,30000.0,Dealer,Diesel,Manual,16.36,2179.0,120.0,7.0,13.0,17.309853556485354
16603,Maruti,Alto,5.0,25000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,2.9,4.095
16605,Honda,City,7.0,100000.0,Individual,Diesel,Manual,26.0,1498.0,98.6,5.0,5.5,16.815
16606,Renault,Duster,2.0,7131.0,Dealer,Petrol,Automatic,14.99,1498.0,104.5,5.0,10.99,15.09
16607,Maruti,Dzire VXI,4.0,30500.0,Dealer,Petrol,Automatic,24.12,1197.0,88.5,5.0,6.75,8.24
16608,Hyundai,i20,3.0,20000.0,Dealer,Petrol,Automatic,17.4,1197.0,81.86,5.0,7.95,10.575
16609,Maruti,Alto,6.0,15000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,2.95,3.92
16610,Honda,Amaze,6.0,63000.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5.0,4.55,9.339840255591055
16616,Datsun,RediGO,4.0,40000.0,Individual,Petrol,Manual,22.7,799.0,53.64,5.0,2.8,4.48
16617,Ford,Figo,5.0,30000.0,Individual,Petrol,Manual,18.16,1196.0,86.8,5.0,5.5,7.7
16618,Maruti,Ciaz,5.0,35000.0,Individual,Diesel,Manual,28.09,1248.0,88.5,5.0,7.5,11.595719424460432
16619,Hyundai,Santro,2.0,6932.0,Dealer,Petrol,Automatic,20.3,1086.0,68.07,5.0,6.5,6.66
16620,Honda,Jazz,12.0,53000.0,Dealer,Petrol,Manual,16.0,1198.0,90.0,5.0,2.25,10.077314814814814
16623,Maruti,Alto,8.0,50000.0,Individual,Petrol,Manual,20.92,998.0,67.1,5.0,2.1,4.112027027027027
16624,Maruti,Baleno,5.0,38953.0,Dealer,Petrol,Manual,21.01,1197.0,81.8,5.0,6.11,8.693429752066116
16626,Honda,Amaze,3.0,17362.0,Dealer,Petrol,Manual,18.6,1199.0,88.76,5.0,8.25,9.09
16627,Hyundai,Verna,6.0,56000.0,Dealer,Diesel,Manual,23.9,1582.0,126.2,5.0,5.85,15.69
16628,Volkswagen,Vento,9.0,98078.0,Dealer,Diesel,Manual,20.54,1598.0,103.6,5.0,4.51,13.294659090909091
16629,Volkswagen,Polo,6.0,7000.0,Dealer,Petrol,Manual,16.2,1199.0,74.0,5.0,6.15,9.286482558139534
16630,Hyundai,i10,10.0,68000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,2.86,7.138266666666667
16632,Maruti,Swift,8.0,130000.0,Individual,Diesel,Manual,22.9,1248.0,74.0,5.0,4.2,7.746715686274511
16633,Ford,Figo,7.0,105000.0,Individual,Petrol,Manual,15.6,1196.0,70.02,5.0,2.85,7.7
16634,Renault,KWID,4.0,8905.0,Dealer,Petrol,Manual,25.17,799.0,53.3,5.0,3.49,5.067586206896552
16636,Ford,Figo,4.0,80000.0,Individual,Diesel,Manual,25.83,1498.0,99.0,5.0,5.2,9.6
16638,Toyota,Innova,12.0,180000.0,Individual,Diesel,Manual,12.8,2494.0,102.0,7.0,4.3,24.848359375
16640,Volkswagen,Vento,8.0,40000.0,Dealer,Petrol,Manual,15.04,1598.0,103.6,5.0,3.85,13.34
16642,Honda,City,11.0,54000.0,Dealer,Petrol,Manual,17.4,1497.0,117.3,5.0,3.75,15.03
16647,Maruti,Swift,7.0,98145.0,Dealer,Petrol,Manual,18.6,1197.0,85.8,5.0,3.8,8.115
16648,Maruti,Ertiga,9.0,50000.0,Individual,Diesel,Manual,20.77,1248.0,88.76,7.0,6.0,10.45789156626506
16650,Hyundai,i20,3.0,40000.0,Individual,Diesel,Manual,22.54,1396.0,88.73,5.0,6.2,10.725
16652,Maruti,Wagon R,7.0,71000.0,Dealer,CNG,Manual,26.2,998.0,58.2,5.0,3.7,6.25
16654,Datsun,RediGO,4.0,15000.0,Individual,Petrol,Manual,22.7,799.0,53.64,5.0,2.5,4.593384615384615
16656,Maruti,Swift,9.0,80000.0,Individual,Diesel,Manual,22.9,1248.0,74.0,5.0,4.85,7.746715686274511
16657,Maruti,Ertiga,3.0,13158.0,Dealer,Petrol,Manual,17.5,1373.0,91.1,7.0,9.5,10.605
16659,Maruti,Swift,8.0,54000.0,Dealer,Diesel,Manual,22.9,1248.0,74.0,5.0,4.45,7.746715686274511
16660,Hyundai,Verna,3.0,12000.0,Dealer,Petrol,Automatic,15.92,1591.0,121.3,5.0,12.0,14.42
16661,Maruti,Swift,8.0,225000.0,Individual,Diesel,Manual,22.9,1248.0,74.0,5.0,4.5,7.746715686274511
16662,Hyundai,i20,3.0,25000.0,Dealer,Petrol,Manual,17.19,1197.0,81.86,5.0,7.5,10.810042134831459
16664,Honda,City,4.0,27000.0,Individual,Petrol,Automatic,18.0,1497.0,117.6,5.0,11.0,15.165
16665,Hyundai,Santro,12.0,120000.0,Individual,Petrol,Manual,17.8,1086.0,63.0,5.0,0.9,6.376
16670,Isuzu,D-Max,5.0,80000.0,Individual,Diesel,Manual,12.4,2499.0,134.0,5.0,10.5,21.34
16671,Maruti,Wagon R,4.0,50000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,3.15,6.065
16673,Hyundai,i20,4.0,37015.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,6.95,11.12
16675,Maruti,Alto,3.0,20000.0,Individual,Petrol,Manual,24.7,796.0,47.3,5.0,2.8,3.88
16676,Skoda,Rapid,7.0,20353.0,Dealer,Diesel,Manual,20.5,1598.0,103.5,5.0,5.21,12.28091836734694
16677,Renault,KWID,4.0,35000.0,Dealer,Petrol,Automatic,24.04,999.0,67.0,5.0,4.35,5.067586206896552
16678,Ford,Ecosport,2.0,11000.0,Dealer,Diesel,Manual,22.77,1498.0,98.59,5.0,9.45,11.965
16679,Maruti,Ignis,3.0,25000.0,Individual,Petrol,Manual,20.89,1197.0,81.8,5.0,4.92,7.074298245614036
16685,Maruti,Vitara,4.0,52000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,6.95,10.815
16688,Honda,City,6.0,23000.0,Dealer,Petrol,Automatic,18.0,1497.0,117.3,5.0,8.0,14.945
16689,Hyundai,Creta,6.0,97247.0,Dealer,Diesel,Manual,19.67,1582.0,126.2,5.0,9.5,16.56
16693,Maruti,Baleno,3.0,38000.0,Individual,Petrol,Manual,21.4,1197.0,83.1,5.0,5.15,8.55
16696,Volkswagen,Polo,6.0,20000.0,Dealer,Petrol,Manual,16.47,1198.0,74.0,5.0,4.99,9.2
16697,Honda,Amaze,6.0,39600.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5.0,4.9,10.475
16699,Volkswagen,Polo,5.0,59000.0,Dealer,Petrol,Manual,15.26,1598.0,103.5,5.0,6.5,9.74
16700,Hyundai,i10,5.0,35000.0,Individual,Petrol,Manual,19.81,1086.0,68.05,5.0,3.5,7.138266666666667
16701,Hyundai,Grand,7.0,40000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,4.95,7.52
16703,Mahindra,Scorpio,6.0,35000.0,Dealer,Diesel,Manual,15.4,2179.0,120.0,7.0,8.75,17.309853556485354
16704,Renault,Duster,5.0,70000.0,Dealer,Diesel,Manual,19.87,1461.0,83.8,5.0,6.0,14.16888888888889
16709,Maruti,Ertiga,8.0,15000.0,Individual,Petrol,Manual,16.02,1373.0,93.7,7.0,5.5,10.1
16712,Mahindra,KUV,5.0,25000.0,Individual,Petrol,Manual,18.15,1198.0,82.0,6.0,5.0,8.115
16713,Renault,Duster,6.0,100000.0,Individual,Diesel,Manual,19.01,1461.0,108.45,5.0,4.7,14.16888888888889
16714,Mahindra,XUV500,6.0,40000.0,Individual,Diesel,Manual,15.1,2179.0,140.0,7.0,9.5,21.36
16715,Volkswagen,Vento,9.0,79324.0,Dealer,Petrol,Manual,15.04,1598.0,103.6,5.0,4.9,14.02
16716,Maruti,Vitara,2.0,20000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,7.5,10.815
16717,Honda,Jazz,5.0,90000.0,Individual,Diesel,Manual,27.3,1498.0,98.6,5.0,5.45,10.077314814814814
16720,Maruti,Wagon R,12.0,55000.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5.0,1.6,6.02
16721,Renault,Duster,8.0,110000.0,Individual,Diesel,Manual,19.87,1461.0,83.8,5.0,4.15,14.16888888888889
16722,Toyota,Innova,7.0,69000.0,Dealer,Diesel,Manual,12.99,2494.0,100.0,7.0,8.95,24.848359375
16723,Hyundai,i20,6.0,24000.0,Dealer,Diesel,Manual,23.0,1396.0,90.0,5.0,6.6,11.26
16724,Maruti,Alto,4.0,61000.0,Dealer,CNG,Manual,33.44,796.0,40.3,4.0,3.4,4.995
16725,Maruti,Alto,7.0,64531.0,Dealer,Petrol,Manual,23.95,998.0,67.05,5.0,3.55,4.112027027027027
16726,Renault,Duster,3.0,40000.0,Individual,Diesel,Manual,20.0,1461.0,83.8,5.0,9.0,14.16888888888889
16727,Maruti,Wagon R,6.0,57000.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5.0,4.25,6.675
16730,Volkswagen,Polo,4.0,55000.0,Dealer,Petrol,Manual,16.2,1199.0,74.0,5.0,6.75,9.74
16732,Renault,KWID,4.0,35000.0,Dealer,Petrol,Automatic,24.04,999.0,67.0,5.0,4.05,5.51
16733,Mahindra,XUV500,6.0,120000.0,Individual,Diesel,Manual,16.0,2179.0,140.0,7.0,9.45,19.295
16734,Maruti,Alto,5.0,50000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,2.5,3.88
16735,Mahindra,Thar,4.0,25000.0,Individual,Diesel,Manual,16.55,2498.0,105.0,6.0,7.0,14.895
16736,Volkswagen,Polo,2.0,20000.0,Individual,Petrol,Manual,18.78,999.0,75.0,5.0,5.5,9.03
16738,Hyundai,i20,12.0,50000.0,Individual,Petrol,Manual,17.0,1197.0,80.0,5.0,2.8,10.565
16739,Maruti,Swift,11.0,91000.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,2.65,7.85
16740,Skoda,Rapid,7.0,52135.0,Dealer,Diesel,Manual,20.5,1598.0,103.5,5.0,6.1,12.28091836734694
16742,Honda,Amaze,6.0,48000.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5.0,4.5,10.07
16743,Ford,Figo,8.0,87000.0,Dealer,Diesel,Manual,20.0,1399.0,68.0,5.0,4.15,9.61
16744,Tata,Safari,9.0,77450.0,Dealer,Diesel,Manual,13.93,2179.0,138.03,7.0,3.49,18.13
16745,Ford,Ecosport,8.0,88000.0,Dealer,Diesel,Manual,22.7,1498.0,89.84,5.0,4.6,11.965
16746,Honda,Jazz,5.0,46774.0,Dealer,Petrol,Manual,18.7,1199.0,88.7,5.0,6.0,10.515
16748,Mahindra,XUV500,6.0,50000.0,Individual,Diesel,Manual,15.1,2179.0,140.0,7.0,8.0,19.93
16750,Maruti,Ciaz,3.0,50000.0,Individual,Diesel,Manual,28.09,1248.0,88.5,5.0,7.02,11.595719424460432
16751,Hyundai,i10,11.0,60000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,2.75,7.495
16753,Maruti,Alto,8.0,52000.0,Dealer,Petrol,Manual,22.74,796.0,47.3,5.0,2.36,4.095
16754,Skoda,Rapid,6.0,33000.0,Dealer,Petrol,Automatic,14.3,1598.0,103.52,5.0,5.75,12.405
16755,Mahindra,Scorpio,7.0,213000.0,Individual,Diesel,Manual,14.0,2523.0,75.0,8.0,4.5,16.73
16756,Maruti,Swift,3.0,40000.0,Dealer,Diesel,Manual,25.2,1248.0,74.0,5.0,7.25,7.746715686274511
16758,Hyundai,i10,13.0,57000.0,Dealer,Petrol,Manual,19.81,1086.0,68.05,5.0,1.9,7.138266666666667
16760,Renault,Duster,7.0,57000.0,Dealer,Diesel,Manual,20.46,1461.0,83.8,5.0,7.4,14.16888888888889
16762,Volkswagen,Polo,9.0,58700.0,Dealer,Petrol,Manual,16.47,1198.0,73.9,5.0,2.99,9.49
16763,Maruti,Alto,6.0,30000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,2.3,3.92
16766,Ford,Figo,10.0,110000.0,Individual,Diesel,Manual,20.0,1399.0,68.0,5.0,2.0,8.84
16767,Volkswagen,Polo,11.0,50000.0,Dealer,Petrol,Manual,16.47,1198.0,73.9,5.0,3.95,9.74
16769,Maruti,Swift,3.0,41000.0,Individual,Petrol,Manual,22.0,1197.0,81.8,5.0,5.74,7.715
16770,Hyundai,Verna,7.0,43000.0,Dealer,Petrol,Automatic,17.1,1591.0,121.4,5.0,6.9,14.578887559808614
16771,Maruti,Ciaz,4.0,38629.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,7.25,11.595719424460432
16772,Mahindra,Scorpio,9.0,85000.0,Dealer,Diesel,Manual,12.05,2179.0,120.0,7.0,5.99,16.59
16775,MG,Hector,2.0,35803.0,Dealer,Diesel,Manual,17.41,1956.0,167.68,5.0,20.75,20.9
16776,Hyundai,Grand,4.0,47961.0,Dealer,Petrol,Manual,18.9,1197.0,81.86,5.0,5.5,7.52
16777,Maruti,Ciaz,3.0,11113.0,Dealer,Petrol,Manual,20.65,1462.0,103.25,5.0,10.15,10.975
16778,Datsun,RediGO,4.0,80000.0,Individual,Petrol,Manual,22.7,799.0,53.64,5.0,2.59,4.7
16779,Honda,City,6.0,42000.0,Individual,Petrol,Manual,17.4,1497.0,117.3,5.0,5.5,14.52
16781,Hyundai,Grand,6.0,69000.0,Dealer,Petrol,Automatic,18.9,1197.0,82.0,5.0,4.85,7.071195054945055
16783,Maruti,Wagon R,6.0,90000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,3.5,6.185
16784,Ford,Ecosport,5.0,33000.0,Dealer,Petrol,Manual,15.85,1499.0,110.4,5.0,5.5,11.16
16785,Honda,City,6.0,15000.0,Individual,Petrol,Manual,17.4,1497.0,117.3,5.0,8.75,15.84
16786,Mahindra,XUV500,5.0,72000.0,Dealer,Diesel,Manual,16.0,2179.0,140.0,7.0,12.45,21.37
16788,Maruti,Swift,2.0,30000.0,Dealer,Diesel,Automatic,28.4,1248.0,74.0,5.0,8.75,7.746715686274511
16790,Maruti,Swift,4.0,75000.0,Individual,Petrol,Manual,20.4,1197.0,83.11,5.0,4.75,7.565
16791,Maruti,Vitara,3.0,30000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,7.11,10.815
16792,Honda,City,4.0,25000.0,Individual,Petrol,Automatic,18.0,1497.0,117.6,5.0,10.5,14.945
16793,Ford,Figo,4.0,40000.0,Individual,Petrol,Manual,18.12,1196.0,86.8,5.0,5.0,7.65
16794,Maruti,Swift,3.0,59311.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,8.0,7.746715686274511
16795,Hyundai,i20,9.0,77000.0,Individual,Diesel,Manual,23.0,1396.0,90.0,5.0,3.59,10.915
16797,Maruti,Alto,7.0,53000.0,Dealer,Petrol,Manual,23.95,998.0,67.05,5.0,2.9,4.112027027027027
16798,Maruti,Swift,13.0,80000.0,Individual,Petrol,Manual,16.1,1298.0,88.2,5.0,2.2,7.746715686274511
16802,Hyundai,i20,3.0,30000.0,Dealer,Petrol,Manual,18.6,1197.0,81.86,5.0,8.5,11.12
16804,Datsun,RediGO,4.0,28100.0,Dealer,Petrol,Manual,22.7,799.0,53.64,5.0,2.7,5.16
16806,Hyundai,Verna,4.0,56100.0,Dealer,Diesel,Manual,24.0,1396.0,88.76,5.0,7.5,15.69
16807,Hyundai,Creta,2.0,40000.0,Individual,Diesel,Manual,22.1,1396.0,88.7,5.0,11.0,16.56
16809,Maruti,XL6,2.0,20000.0,Individual,Petrol,Manual,19.01,1462.0,103.2,6.0,10.0,11.91
16810,Toyota,Innova,7.0,44000.0,Dealer,Diesel,Manual,12.99,2494.0,100.6,7.0,15.5,24.848359375
16815,Maruti,Alto,13.0,60000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,0.91,4.112027027027027
16816,Mahindra,Marazzo,2.0,50000.0,Individual,Diesel,Manual,17.3,1497.0,121.0,8.0,14.5,16.02
16818,Volkswagen,Polo,7.0,40000.0,Dealer,Petrol,Manual,16.47,1198.0,74.0,5.0,5.75,9.74
16820,Hyundai,Verna,4.0,20000.0,Dealer,Petrol,Manual,17.01,1591.0,121.3,5.0,8.75,13.505
16822,Maruti,Swift,3.0,50000.0,Individual,Diesel,Manual,28.4,1248.0,74.0,5.0,7.0,7.746715686274511
16823,Hyundai,i10,9.0,75750.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,3.25,7.138266666666667
16825,Hyundai,Grand,5.0,29000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,5.25,7.52
16827,Renault,Duster,4.0,60000.0,Individual,Diesel,Manual,19.87,1461.0,83.8,5.0,8.5,14.16888888888889
16829,Maruti,Swift Dzire,10.0,80930.0,Dealer,Petrol,Manual,17.5,1197.0,85.8,5.0,4.0,8.329472891566265
16830,Mahindra,Scorpio,4.0,68000.0,Dealer,Diesel,Manual,15.4,1997.0,120.0,7.0,9.85,17.45
16831,Maruti,Ertiga,5.0,110000.0,Individual,Diesel,Manual,24.52,1248.0,88.5,7.0,8.5,10.45789156626506
16835,Maruti,Eeco,11.0,22000.0,Individual,Petrol,Manual,15.37,1196.0,73.0,5.0,1.3,4.710000000000001
16836,Renault,KWID,2.0,8500.0,Individual,Petrol,Manual,23.01,999.0,67.0,5.0,4.4,5.01
16839,Honda,Amaze,3.0,20833.0,Dealer,Petrol,Manual,18.6,1199.0,88.76,5.0,8.25,9.09
16841,Hyundai,Verna,6.0,71000.0,Dealer,Petrol,Manual,17.1,1591.0,121.3,5.0,6.35,13.505
16843,Maruti,Celerio,4.0,49600.0,Individual,Petrol,Manual,23.1,998.0,67.04,5.0,3.9,6.105
16844,Honda,Amaze,7.0,81747.0,Dealer,Petrol,Manual,18.6,1199.0,88.76,5.0,4.0,9.1
16845,Maruti,Alto,6.0,32900.0,Individual,Petrol,Manual,23.95,998.0,67.1,5.0,3.5,4.112027027027027
16846,Maruti,Ertiga,2.0,34000.0,Dealer,CNG,Manual,26.8,1462.0,103.0,7.0,9.25,10.45789156626506
16850,Hyundai,i10,7.0,82000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,3.85,7.138266666666667
16851,Ford,Figo,11.0,63500.0,Individual,Petrol,Manual,15.6,1196.0,70.0,5.0,2.4,7.695
16852,Hyundai,i10,8.0,72000.0,Dealer,Petrol,Manual,19.81,1086.0,68.05,5.0,2.65,7.138266666666667
16857,Hyundai,i20,9.0,43000.0,Dealer,Diesel,Manual,22.54,1396.0,88.76,5.0,4.0,11.26
16861,Hyundai,Verna,10.0,46000.0,Dealer,Petrol,Manual,17.01,1591.0,121.3,5.0,4.95,14.578887559808614
16862,Maruti,Wagon R,8.0,40000.0,Dealer,Petrol,Manual,20.51,998.0,67.04,5.0,3.85,6.42
16863,Hyundai,i20,2.0,25000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,7.95,11.12
16865,Hyundai,Creta,5.0,70000.0,Dealer,Diesel,Automatic,17.01,1582.0,126.2,5.0,11.5,17.84
16866,Maruti,Swift Dzire,7.0,89504.0,Dealer,Diesel,Manual,23.4,1248.0,74.0,5.0,5.95,8.329472891566265
16869,Maruti,Alto,4.0,30000.0,Individual,Petrol,Manual,23.95,998.0,67.05,5.0,3.6,4.112027027027027
16870,Volkswagen,Vento,9.0,57500.0,Dealer,Petrol,Automatic,14.4,1598.0,103.6,5.0,3.5,13.099999999999998
16871,Volkswagen,Polo,5.0,63000.0,Dealer,Diesel,Manual,20.14,1498.0,88.0,5.0,6.55,9.286482558139534
16873,Honda,City,2.0,9000.0,Individual,Diesel,Manual,25.6,1498.0,97.9,5.0,13.0,16.88
16877,Maruti,Alto,5.0,68000.0,Dealer,Petrol,Manual,23.95,998.0,67.05,5.0,3.25,4.112027027027027
16878,Hyundai,Creta,4.0,20000.0,Individual,Petrol,Manual,13.0,1591.0,121.3,5.0,10.35,16.955
16881,Hyundai,i20,8.0,70000.0,Individual,Petrol,Manual,18.5,1197.0,82.9,5.0,3.3,10.565
16882,Maruti,Swift,3.0,45000.0,Dealer,Petrol,Automatic,22.0,1197.0,81.8,5.0,6.45,8.345
16885,Maruti,Vitara,3.0,25000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,9.85,10.815
16886,Renault,Duster,5.0,50000.0,Individual,Diesel,Automatic,19.6,1461.0,108.45,5.0,10.5,14.16888888888889
16888,Renault,Duster,6.0,68000.0,Dealer,Diesel,Manual,19.87,1461.0,83.8,5.0,4.97,14.16888888888889
16889,Hyundai,i20,4.0,68678.0,Dealer,Diesel,Manual,21.19,1396.0,88.76,5.0,7.51,10.810042134831459
16891,Hyundai,i10,5.0,25166.0,Dealer,Petrol,Manual,19.81,1086.0,68.05,5.0,3.75,7.52
